source,target,relationship
CUSTOMER::USER1133,PAYMENT::PAY_01445,payment
CUSTOMER::USER1133,IP::10.219.228.233,ip
CUSTOMER::USER1558,DEVICE::DEV_01446,device
CUSTOMER::USER1558,ADDRESS::ADDR_01446,address
CUSTOMER::USER1558,PAYMENT::PAY_01446,payment
CUSTOMER::USER1558,IP::10.109.193.84,ip
CUSTOMER::USER0249,DEVICE::DEV_01447,device
CUSTOMER::USER0249,ADDRESS::ADDR_01447,address
CUSTOMER::USER0249,PAYMENT::PAY_01447,payment
CUSTOMER::USER0249,IP::10.189.128.14,ip
CUSTOMER::USER0642,DEVICE::DEV_01448,device
CUSTOMER::USER0642,ADDRESS::ADDR_01448,address
CUSTOMER::USER0642,PAYMENT::PAY_01448,payment
CUSTOMER::USER0642,IP::10.107.119.66,ip
CUSTOMER::USER1194,DEVICE::DEV_01449,device
CUSTOMER::USER1194,ADDRESS::ADDR_01449,address
CUSTOMER::USER1194,PAYMENT::PAY_01449,payment
CUSTOMER::USER1194,IP::10.96.128.13,ip
CUSTOMER::USER1226,DEVICE::DEV_01450,device
CUSTOMER::USER1226,ADDRESS::ADDR_01450,address
CUSTOMER::USER1226,PAYMENT::PAY_01450,payment
CUSTOMER::USER1226,IP::10.39.195.90,ip
CUSTOMER::USER1915,DEVICE::DEV_01451,device
CUSTOMER::USER1915,ADDRESS::ADDR_01451,address
CUSTOMER::USER1915,PAYMENT::PAY_01451,payment
CUSTOMER::USER1915,IP::10.155.144.141,ip
CUSTOMER::USER1440,DEVICE::DEV_01452,device
CUSTOMER::USER1440,ADDRESS::ADDR_01452,address
CUSTOMER::USER1440,PAYMENT::PAY_01452,payment
CUSTOMER::USER1440,IP::10.106.123.210,ip
CUSTOMER::USER1903,DEVICE::DEV_01453,device
CUSTOMER::USER1903,ADDRESS::ADDR_01453,address
CUSTOMER::USER1903,PAYMENT::PAY_01453,payment
CUSTOMER::USER1903,IP::10.246.66.171,ip
CUSTOMER::USER0289,DEVICE::DEV_01454,device
CUSTOMER::USER0289,ADDRESS::ADDR_01454,address
CUSTOMER::USER0289,PAYMENT::PAY_01454,payment
CUSTOMER::USER0289,IP::10.247.2.200,ip
CUSTOMER::USER0139,DEVICE::DEV_01455,device
CUSTOMER::USER0139,ADDRESS::ADDR_01455,address
CUSTOMER::USER0139,PAYMENT::PAY_01455,payment
CUSTOMER::USER0139,IP::10.127.246.147,ip
CUSTOMER::USER1385,DEVICE::DEV_01456,device
CUSTOMER::USER1385,ADDRESS::ADDR_01456,address
CUSTOMER::USER1385,PAYMENT::PAY_01456,payment
CUSTOMER::USER1385,IP::10.213.43.37,ip
CUSTOMER::USER0533,DEVICE::DEV_01457,device
CUSTOMER::USER0533,ADDRESS::ADDR_01457,address
CUSTOMER::USER0533,PAYMENT::PAY_01457,payment
CUSTOMER::USER0533,IP::10.236.134.142,ip
CUSTOMER::USER0914,DEVICE::DEV_01458,device
CUSTOMER::USER0914,ADDRESS::ADDR_01458,address
CUSTOMER::USER0914,PAYMENT::PAY_01458,payment
CUSTOMER::USER0914,IP::10.44.58.208,ip
CUSTOMER::USER1134,DEVICE::DEV_01459,device
CUSTOMER::USER1134,ADDRESS::ADDR_01459,address
CUSTOMER::USER1134,PAYMENT::PAY_01459,payment
CUSTOMER::USER1134,IP::10.78.149.81,ip
CUSTOMER::USER0759,DEVICE::DEV_01460,device
CUSTOMER::USER0759,ADDRESS::ADDR_01460,address
CUSTOMER::USER0759,PAYMENT::PAY_01460,payment
CUSTOMER::USER0759,IP::10.67.43.237,ip
CUSTOMER::USER1783,DEVICE::DEV_01461,device
CUSTOMER::USER1783,ADDRESS::ADDR_01461,address
CUSTOMER::USER1783,PAYMENT::PAY_01461,payment
CUSTOMER::USER1783,IP::10.239.30.90,ip
CUSTOMER::USER1138,DEVICE::DEV_01462,device
CUSTOMER::USER1138,ADDRESS::ADDR_01462,address
CUSTOMER::USER1138,PAYMENT::PAY_01462,payment
CUSTOMER::USER1138,IP::10.144.98.184,ip
CUSTOMER::USER0579,DEVICE::DEV_01463,device
CUSTOMER::USER0579,ADDRESS::ADDR_01463,address
CUSTOMER::USER0579,PAYMENT::PAY_01463,payment
CUSTOMER::USER0579,IP::10.67.15.86,ip
CUSTOMER::USER0273,DEVICE::DEV_01464,device
CUSTOMER::USER0273,ADDRESS::ADDR_01464,address
CUSTOMER::USER0273,PAYMENT::PAY_01464,payment
CUSTOMER::USER0273,IP::10.152.46.208,ip
CUSTOMER::USER1280,DEVICE::DEV_01465,device
CUSTOMER::USER1280,ADDRESS::ADDR_01465,address
CUSTOMER::USER1280,PAYMENT::PAY_01465,payment
CUSTOMER::USER1280,IP::10.4.18.130,ip
CUSTOMER::USER0996,PAYMENT::PAY_01466,payment
CUSTOMER::USER0996,IP::10.131.75.66,ip
CUSTOMER::USER1452,IP::10.18.169.97,ip
CUSTOMER::USER0953,DEVICE::DEV_01468,device
CUSTOMER::USER0953,ADDRESS::ADDR_01468,address
CUSTOMER::USER0953,PAYMENT::PAY_01468,payment
CUSTOMER::USER0953,IP::10.31.102.239,ip
CUSTOMER::USER1321,DEVICE::DEV_01469,device
CUSTOMER::USER1321,ADDRESS::ADDR_01469,address
CUSTOMER::USER1321,PAYMENT::PAY_01469,payment
CUSTOMER::USER1321,IP::10.67.228.66,ip
CUSTOMER::USER1058,DEVICE::DEV_01470,device
CUSTOMER::USER1058,ADDRESS::ADDR_01470,address
CUSTOMER::USER1058,PAYMENT::PAY_01470,payment
CUSTOMER::USER1058,IP::10.48.67.83,ip
CUSTOMER::USER0943,DEVICE::DEV_01471,device
CUSTOMER::USER0943,ADDRESS::ADDR_01471,address
CUSTOMER::USER0943,PAYMENT::PAY_01471,payment
CUSTOMER::USER0943,IP::10.31.150.85,ip
CUSTOMER::USER1111,DEVICE::DEV_01472,device
CUSTOMER::USER1111,ADDRESS::ADDR_01472,address
CUSTOMER::USER1111,PAYMENT::PAY_01472,payment
CUSTOMER::USER1111,IP::10.183.125.113,ip
CUSTOMER::USER1201,DEVICE::DEV_01473,device
CUSTOMER::USER1201,ADDRESS::ADDR_01473,address
CUSTOMER::USER1201,PAYMENT::PAY_01473,payment
CUSTOMER::USER1201,IP::10.120.40.182,ip
CUSTOMER::USER1495,DEVICE::DEV_01474,device
CUSTOMER::USER1495,ADDRESS::ADDR_01474,address
CUSTOMER::USER1495,PAYMENT::PAY_01474,payment
CUSTOMER::USER1495,IP::10.27.184.254,ip
CUSTOMER::USER0602,DEVICE::DEV_01475,device
CUSTOMER::USER0602,ADDRESS::ADDR_01475,address
CUSTOMER::USER0602,PAYMENT::PAY_01475,payment
CUSTOMER::USER0602,IP::10.195.116.80,ip
CUSTOMER::USER0536,DEVICE::DEV_01476,device
CUSTOMER::USER0536,ADDRESS::ADDR_01476,address
CUSTOMER::USER0536,PAYMENT::PAY_01476,payment
CUSTOMER::USER0536,IP::10.222.66.123,ip
CUSTOMER::USER1323,DEVICE::DEV_01477,device
CUSTOMER::USER1323,ADDRESS::ADDR_01477,address
CUSTOMER::USER1323,PAYMENT::PAY_01477,payment
CUSTOMER::USER1323,IP::10.196.235.234,ip
CUSTOMER::USER1782,DEVICE::DEV_01478,device
CUSTOMER::USER1782,ADDRESS::ADDR_01478,address
CUSTOMER::USER1782,PAYMENT::PAY_01478,payment
CUSTOMER::USER1782,IP::10.23.229.29,ip
CUSTOMER::USER0324,DEVICE::DEV_01479,device
CUSTOMER::USER0324,ADDRESS::ADDR_01479,address
CUSTOMER::USER0324,PAYMENT::PAY_01479,payment
CUSTOMER::USER0324,IP::10.149.237.167,ip
CUSTOMER::USER0303,DEVICE::DEV_01480,device
CUSTOMER::USER0303,ADDRESS::ADDR_01480,address
CUSTOMER::USER0303,PAYMENT::PAY_01480,payment
CUSTOMER::USER0303,IP::10.241.88.80,ip
CUSTOMER::USER0718,DEVICE::DEV_01481,device
CUSTOMER::USER0718,ADDRESS::ADDR_01481,address
CUSTOMER::USER0718,PAYMENT::PAY_01481,payment
CUSTOMER::USER0718,IP::10.83.91.174,ip
CUSTOMER::USER1391,DEVICE::DEV_01482,device
CUSTOMER::USER1391,ADDRESS::ADDR_01482,address
CUSTOMER::USER1391,PAYMENT::PAY_01482,payment
CUSTOMER::USER1391,IP::10.115.188.106,ip
CUSTOMER::USER0083,DEVICE::DEV_01483,device
CUSTOMER::USER0083,ADDRESS::ADDR_01483,address
CUSTOMER::USER0083,PAYMENT::PAY_01483,payment
CUSTOMER::USER0083,IP::10.79.49.140,ip
CUSTOMER::USER1498,DEVICE::DEV_01484,device
CUSTOMER::USER1498,ADDRESS::ADDR_01484,address
CUSTOMER::USER1498,PAYMENT::PAY_01484,payment
CUSTOMER::USER1498,IP::10.229.219.65,ip
CUSTOMER::USER0705,DEVICE::DEV_01485,device
CUSTOMER::USER0705,ADDRESS::ADDR_01485,address
CUSTOMER::USER0705,PAYMENT::PAY_01485,payment
CUSTOMER::USER0705,IP::10.122.180.156,ip
CUSTOMER::USER0205,DEVICE::DEV_01486,device
CUSTOMER::USER0205,ADDRESS::ADDR_01486,address
CUSTOMER::USER0205,PAYMENT::PAY_01486,payment
CUSTOMER::USER0205,IP::10.18.151.10,ip
CUSTOMER::USER0312,DEVICE::DEV_01487,device
CUSTOMER::USER0312,ADDRESS::ADDR_01487,address
CUSTOMER::USER0312,PAYMENT::PAY_01487,payment
CUSTOMER::USER0312,IP::10.30.167.27,ip
CUSTOMER::USER1128,DEVICE::DEV_01488,device
CUSTOMER::USER1128,ADDRESS::ADDR_01488,address
CUSTOMER::USER1128,PAYMENT::PAY_01488,payment
CUSTOMER::USER1128,IP::10.87.150.167,ip
CUSTOMER::USER1397,DEVICE::DEV_01489,device
CUSTOMER::USER1397,ADDRESS::ADDR_01489,address
CUSTOMER::USER1397,PAYMENT::PAY_01489,payment
CUSTOMER::USER1397,IP::10.114.24.203,ip
CUSTOMER::USER1711,DEVICE::DEV_01490,device
CUSTOMER::USER1711,ADDRESS::ADDR_01490,address
CUSTOMER::USER1711,PAYMENT::PAY_01490,payment
CUSTOMER::USER1711,IP::10.242.226.191,ip
CUSTOMER::USER0459,DEVICE::DEV_01491,device
CUSTOMER::USER0459,ADDRESS::ADDR_01491,address
CUSTOMER::USER0459,PAYMENT::PAY_01491,payment
CUSTOMER::USER0459,IP::10.103.223.124,ip
CUSTOMER::USER1531,DEVICE::DEV_01492,device
CUSTOMER::USER1531,ADDRESS::ADDR_01492,address
CUSTOMER::USER1531,PAYMENT::PAY_01492,payment
CUSTOMER::USER1531,IP::10.35.217.82,ip
CUSTOMER::USER1059,DEVICE::DEV_01493,device
CUSTOMER::USER1059,ADDRESS::ADDR_01493,address
CUSTOMER::USER1059,PAYMENT::PAY_01493,payment
CUSTOMER::USER1059,IP::10.239.94.221,ip
CUSTOMER::USER0221,DEVICE::DEV_01494,device
CUSTOMER::USER0221,ADDRESS::ADDR_01494,address
CUSTOMER::USER0221,PAYMENT::PAY_01494,payment
CUSTOMER::USER0221,IP::10.137.119.76,ip
CUSTOMER::USER0764,DEVICE::DEV_01495,device
CUSTOMER::USER0764,ADDRESS::ADDR_01495,address
CUSTOMER::USER0764,PAYMENT::PAY_01495,payment
CUSTOMER::USER0764,IP::10.213.16.120,ip
CUSTOMER::USER0031,DEVICE::DEV_01496,device
CUSTOMER::USER0031,ADDRESS::ADDR_01496,address
CUSTOMER::USER0031,PAYMENT::PAY_01496,payment
CUSTOMER::USER0031,IP::10.94.139.65,ip
CUSTOMER::USER1481,DEVICE::DEV_01497,device
CUSTOMER::USER1481,ADDRESS::ADDR_01497,address
CUSTOMER::USER1481,PAYMENT::PAY_01497,payment
CUSTOMER::USER1481,IP::10.169.99.48,ip
CUSTOMER::USER1518,DEVICE::DEV_01498,device
CUSTOMER::USER1518,ADDRESS::ADDR_01498,address
CUSTOMER::USER1518,PAYMENT::PAY_01498,payment
CUSTOMER::USER1518,IP::10.51.177.67,ip
CUSTOMER::USER0415,DEVICE::DEV_01499,device
CUSTOMER::USER0415,ADDRESS::ADDR_01499,address
CUSTOMER::USER0415,PAYMENT::PAY_01499,payment
CUSTOMER::USER0415,IP::10.79.160.84,ip
CUSTOMER::USER0109,DEVICE::DEV_01500,device
CUSTOMER::USER0109,ADDRESS::ADDR_01500,address
CUSTOMER::USER0109,PAYMENT::PAY_01500,payment
CUSTOMER::USER0109,IP::10.99.63.88,ip
CUSTOMER::USER1293,DEVICE::DEV_01501,device
CUSTOMER::USER1293,ADDRESS::ADDR_01501,address
CUSTOMER::USER1293,PAYMENT::PAY_01501,payment
CUSTOMER::USER1293,IP::10.176.136.254,ip
CUSTOMER::USER1499,DEVICE::DEV_01502,device
CUSTOMER::USER1499,ADDRESS::ADDR_01502,address
CUSTOMER::USER1499,PAYMENT::PAY_01502,payment
CUSTOMER::USER1499,IP::10.197.5.97,ip
CUSTOMER::USER1437,DEVICE::DEV_01503,device
CUSTOMER::USER1437,ADDRESS::ADDR_01503,address
CUSTOMER::USER1437,PAYMENT::PAY_01503,payment
CUSTOMER::USER1437,IP::10.74.150.68,ip
CUSTOMER::USER0395,DEVICE::DEV_01504,device
CUSTOMER::USER0395,ADDRESS::ADDR_01504,address
CUSTOMER::USER0395,PAYMENT::PAY_01504,payment
CUSTOMER::USER0395,IP::10.246.77.133,ip
CUSTOMER::USER0990,DEVICE::DEV_01505,device
CUSTOMER::USER0990,ADDRESS::ADDR_01505,address
CUSTOMER::USER0990,PAYMENT::PAY_01505,payment
CUSTOMER::USER0990,IP::10.32.232.232,ip
CUSTOMER::USER1313,DEVICE::DEV_01506,device
CUSTOMER::USER1313,ADDRESS::ADDR_01506,address
CUSTOMER::USER1313,PAYMENT::PAY_01506,payment
CUSTOMER::USER1313,IP::10.202.90.15,ip
CUSTOMER::USER0020,DEVICE::DEV_01507,device
CUSTOMER::USER0020,ADDRESS::ADDR_01507,address
CUSTOMER::USER0020,PAYMENT::PAY_01507,payment
CUSTOMER::USER0020,IP::10.181.109.252,ip
CUSTOMER::USER0411,DEVICE::DEV_01508,device
CUSTOMER::USER0411,ADDRESS::ADDR_01508,address
CUSTOMER::USER0411,PAYMENT::PAY_01508,payment
CUSTOMER::USER0411,IP::10.178.137.251,ip
CUSTOMER::USER0329,DEVICE::DEV_01509,device
CUSTOMER::USER0329,ADDRESS::ADDR_01509,address
CUSTOMER::USER0329,PAYMENT::PAY_01509,payment
CUSTOMER::USER0329,IP::10.204.117.5,ip
CUSTOMER::USER0591,DEVICE::DEV_01510,device
CUSTOMER::USER0591,ADDRESS::ADDR_01510,address
CUSTOMER::USER0591,PAYMENT::PAY_01510,payment
CUSTOMER::USER0591,IP::10.24.113.143,ip
CUSTOMER::USER1848,DEVICE::DEV_01511,device
CUSTOMER::USER1848,ADDRESS::ADDR_01511,address
CUSTOMER::USER1848,PAYMENT::PAY_01511,payment
CUSTOMER::USER1848,IP::10.8.33.179,ip
CUSTOMER::USER1068,DEVICE::DEV_01512,device
CUSTOMER::USER1068,ADDRESS::ADDR_01512,address
CUSTOMER::USER1068,PAYMENT::PAY_01512,payment
CUSTOMER::USER1068,IP::10.191.8.129,ip
CUSTOMER::USER0167,DEVICE::DEV_01513,device
CUSTOMER::USER0167,ADDRESS::ADDR_01513,address
CUSTOMER::USER0167,PAYMENT::PAY_01513,payment
CUSTOMER::USER0167,IP::10.21.184.212,ip
CUSTOMER::USER1132,DEVICE::DEV_01514,device
CUSTOMER::USER1132,ADDRESS::ADDR_01514,address
CUSTOMER::USER1132,PAYMENT::PAY_01514,payment
CUSTOMER::USER1132,IP::10.221.152.160,ip
CUSTOMER::USER0947,DEVICE::DEV_01515,device
CUSTOMER::USER0947,ADDRESS::ADDR_01515,address
CUSTOMER::USER0947,PAYMENT::PAY_01515,payment
CUSTOMER::USER0947,IP::10.236.156.114,ip
CUSTOMER::USER0281,DEVICE::DEV_01516,device
CUSTOMER::USER0281,ADDRESS::ADDR_01516,address
CUSTOMER::USER0281,PAYMENT::PAY_01516,payment
CUSTOMER::USER0281,IP::10.192.151.214,ip
CUSTOMER::USER1063,DEVICE::DEV_01517,device
CUSTOMER::USER1063,ADDRESS::ADDR_01517,address
CUSTOMER::USER1063,PAYMENT::PAY_01517,payment
CUSTOMER::USER1063,IP::10.134.221.12,ip
CUSTOMER::USER1970,DEVICE::DEV_01518,device
CUSTOMER::USER1970,ADDRESS::ADDR_01518,address
CUSTOMER::USER1970,PAYMENT::PAY_01518,payment
CUSTOMER::USER1970,IP::10.10.26.142,ip
CUSTOMER::USER0729,DEVICE::DEV_01519,device
CUSTOMER::USER0729,ADDRESS::ADDR_01519,address
CUSTOMER::USER0729,PAYMENT::PAY_01519,payment
CUSTOMER::USER0729,IP::10.181.55.40,ip
CUSTOMER::USER0788,DEVICE::DEV_01520,device
CUSTOMER::USER0788,ADDRESS::ADDR_01520,address
CUSTOMER::USER0788,PAYMENT::PAY_01520,payment
CUSTOMER::USER0788,IP::10.219.191.165,ip
CUSTOMER::USER0064,DEVICE::DEV_01521,device
CUSTOMER::USER0064,ADDRESS::ADDR_01521,address
CUSTOMER::USER0064,PAYMENT::PAY_01521,payment
CUSTOMER::USER0064,IP::10.125.107.6,ip
CUSTOMER::USER0746,DEVICE::DEV_01522,device
CUSTOMER::USER0746,ADDRESS::ADDR_01522,address
CUSTOMER::USER0746,PAYMENT::PAY_01522,payment
CUSTOMER::USER0746,IP::10.48.228.87,ip
CUSTOMER::USER1080,DEVICE::DEV_01523,device
CUSTOMER::USER1080,ADDRESS::ADDR_01523,address
CUSTOMER::USER1080,PAYMENT::PAY_01523,payment
CUSTOMER::USER1080,IP::10.179.179.79,ip
CUSTOMER::USER0226,DEVICE::DEV_01524,device
CUSTOMER::USER0226,ADDRESS::ADDR_01524,address
CUSTOMER::USER0226,PAYMENT::PAY_01524,payment
CUSTOMER::USER0226,IP::10.52.176.24,ip
CUSTOMER::USER0767,DEVICE::DEV_01525,device
CUSTOMER::USER0767,ADDRESS::ADDR_01525,address
CUSTOMER::USER0767,PAYMENT::PAY_01525,payment
CUSTOMER::USER0767,IP::10.126.226.181,ip
CUSTOMER::USER0888,DEVICE::DEV_01526,device
CUSTOMER::USER0888,ADDRESS::ADDR_01526,address
CUSTOMER::USER0888,PAYMENT::PAY_01526,payment
CUSTOMER::USER0888,IP::10.195.22.51,ip
CUSTOMER::USER0603,DEVICE::DEV_01527,device
CUSTOMER::USER0603,ADDRESS::ADDR_01527,address
CUSTOMER::USER0603,PAYMENT::PAY_01527,payment
CUSTOMER::USER0603,IP::10.70.75.50,ip
CUSTOMER::USER0977,DEVICE::DEV_01528,device
CUSTOMER::USER0977,ADDRESS::ADDR_01528,address
CUSTOMER::USER0977,PAYMENT::PAY_01528,payment
CUSTOMER::USER0977,IP::10.247.42.180,ip
CUSTOMER::USER0052,DEVICE::DEV_01529,device
CUSTOMER::USER0052,ADDRESS::ADDR_01529,address
CUSTOMER::USER0052,PAYMENT::PAY_01529,payment
CUSTOMER::USER0052,IP::10.150.156.55,ip
CUSTOMER::USER0972,DEVICE::DEV_01530,device
CUSTOMER::USER0972,ADDRESS::ADDR_01530,address
CUSTOMER::USER0972,PAYMENT::PAY_01530,payment
CUSTOMER::USER0972,IP::10.79.155.76,ip
CUSTOMER::USER0861,DEVICE::DEV_01531,device
CUSTOMER::USER0861,ADDRESS::ADDR_01531,address
CUSTOMER::USER0861,PAYMENT::PAY_01531,payment
CUSTOMER::USER0861,IP::10.177.11.19,ip
CUSTOMER::USER1041,IP::10.186.157.11,ip
CUSTOMER::USER1029,DEVICE::DEV_01533,device
CUSTOMER::USER1029,ADDRESS::ADDR_01533,address
CUSTOMER::USER1029,PAYMENT::PAY_01533,payment
CUSTOMER::USER1029,IP::10.229.2.243,ip
CUSTOMER::USER1077,DEVICE::DEV_01534,device
CUSTOMER::USER1077,ADDRESS::ADDR_01534,address
CUSTOMER::USER1077,PAYMENT::PAY_01534,payment
CUSTOMER::USER1077,IP::10.186.251.242,ip
CUSTOMER::USER0970,IP::10.80.193.54,ip
CUSTOMER::USER1524,DEVICE::DEV_01536,device
CUSTOMER::USER1524,ADDRESS::ADDR_01536,address
CUSTOMER::USER1524,PAYMENT::PAY_01536,payment
CUSTOMER::USER1524,IP::10.120.61.124,ip
CUSTOMER::USER0009,DEVICE::DEV_01537,device
CUSTOMER::USER0009,ADDRESS::ADDR_01537,address
CUSTOMER::USER0009,PAYMENT::PAY_01537,payment
CUSTOMER::USER0009,IP::10.222.111.24,ip
CUSTOMER::USER1284,DEVICE::DEV_01538,device
CUSTOMER::USER1284,ADDRESS::ADDR_01538,address
CUSTOMER::USER1284,PAYMENT::PAY_01538,payment
CUSTOMER::USER1284,IP::10.83.200.133,ip
CUSTOMER::USER0382,DEVICE::DEV_01539,device
CUSTOMER::USER0382,ADDRESS::ADDR_01539,address
CUSTOMER::USER0382,PAYMENT::PAY_01539,payment
CUSTOMER::USER0382,IP::10.143.110.75,ip
CUSTOMER::USER0903,DEVICE::DEV_01540,device
CUSTOMER::USER0903,ADDRESS::ADDR_01540,address
CUSTOMER::USER0903,PAYMENT::PAY_01540,payment
CUSTOMER::USER0903,IP::10.152.161.229,ip
CUSTOMER::USER1867,DEVICE::DEV_01541,device
CUSTOMER::USER1867,ADDRESS::ADDR_01541,address
CUSTOMER::USER1867,PAYMENT::PAY_01541,payment
CUSTOMER::USER1867,IP::10.157.253.210,ip
CUSTOMER::USER0464,DEVICE::DEV_01542,device
CUSTOMER::USER0464,ADDRESS::ADDR_01542,address
CUSTOMER::USER0464,PAYMENT::PAY_01542,payment
CUSTOMER::USER0464,IP::10.21.100.98,ip
CUSTOMER::USER0864,DEVICE::DEV_01543,device
CUSTOMER::USER0864,ADDRESS::ADDR_01543,address
CUSTOMER::USER0864,PAYMENT::PAY_01543,payment
CUSTOMER::USER0864,IP::10.1.46.194,ip
CUSTOMER::USER0649,DEVICE::DEV_01544,device
CUSTOMER::USER0649,ADDRESS::ADDR_01544,address
CUSTOMER::USER0649,PAYMENT::PAY_01544,payment
CUSTOMER::USER0649,IP::10.90.38.74,ip
CUSTOMER::USER1088,DEVICE::DEV_01545,device
CUSTOMER::USER1088,ADDRESS::ADDR_01545,address
CUSTOMER::USER1088,PAYMENT::PAY_01545,payment
CUSTOMER::USER1088,IP::10.70.45.26,ip
CUSTOMER::USER0388,DEVICE::DEV_01546,device
CUSTOMER::USER0388,ADDRESS::ADDR_01546,address
CUSTOMER::USER0388,PAYMENT::PAY_01546,payment
CUSTOMER::USER0388,IP::10.195.210.127,ip
CUSTOMER::USER1038,DEVICE::DEV_01547,device
CUSTOMER::USER1038,ADDRESS::ADDR_01547,address
CUSTOMER::USER1038,PAYMENT::PAY_01547,payment
CUSTOMER::USER1038,IP::10.157.234.215,ip
CUSTOMER::USER1460,DEVICE::DEV_01548,device
CUSTOMER::USER1460,ADDRESS::ADDR_01548,address
CUSTOMER::USER1460,PAYMENT::PAY_01548,payment
CUSTOMER::USER1460,IP::10.9.243.18,ip
CUSTOMER::USER1876,DEVICE::DEV_01549,device
CUSTOMER::USER1876,ADDRESS::ADDR_01549,address
CUSTOMER::USER1876,PAYMENT::PAY_01549,payment
CUSTOMER::USER1876,IP::10.7.103.190,ip
CUSTOMER::USER0328,DEVICE::DEV_01550,device
CUSTOMER::USER0328,ADDRESS::ADDR_01550,address
CUSTOMER::USER0328,PAYMENT::PAY_01550,payment
CUSTOMER::USER0328,IP::10.21.75.67,ip
CUSTOMER::USER0383,DEVICE::DEV_01551,device
CUSTOMER::USER0383,ADDRESS::ADDR_01551,address
CUSTOMER::USER0383,PAYMENT::PAY_01551,payment
CUSTOMER::USER0383,IP::10.101.251.85,ip
CUSTOMER::USER1131,DEVICE::DEV_01552,device
CUSTOMER::USER1131,ADDRESS::ADDR_01552,address
CUSTOMER::USER1131,PAYMENT::PAY_01552,payment
CUSTOMER::USER1131,IP::10.54.32.51,ip
CUSTOMER::USER1802,DEVICE::DEV_01553,device
CUSTOMER::USER1802,ADDRESS::ADDR_01553,address
CUSTOMER::USER1802,PAYMENT::PAY_01553,payment
CUSTOMER::USER1802,IP::10.34.146.107,ip
CUSTOMER::USER0040,DEVICE::DEV_01554,device
CUSTOMER::USER0040,ADDRESS::ADDR_01554,address
CUSTOMER::USER0040,PAYMENT::PAY_01554,payment
CUSTOMER::USER0040,IP::10.127.212.148,ip
CUSTOMER::USER0733,IP::10.40.96.80,ip
CUSTOMER::USER0291,PAYMENT::PAY_01556,payment
CUSTOMER::USER0291,IP::10.210.78.36,ip
CUSTOMER::USER1722,DEVICE::DEV_01557,device
CUSTOMER::USER1722,ADDRESS::ADDR_01557,address
CUSTOMER::USER1722,PAYMENT::PAY_01557,payment
CUSTOMER::USER1722,IP::10.187.109.25,ip
CUSTOMER::USER0798,DEVICE::DEV_01558,device
CUSTOMER::USER0798,ADDRESS::ADDR_01558,address
CUSTOMER::USER0798,PAYMENT::PAY_01558,payment
CUSTOMER::USER0798,IP::10.176.54.221,ip
CUSTOMER::USER0188,DEVICE::DEV_01559,device
CUSTOMER::USER0188,ADDRESS::ADDR_01559,address
CUSTOMER::USER0188,PAYMENT::PAY_01559,payment
CUSTOMER::USER0188,IP::10.212.94.142,ip
CUSTOMER::USER0193,DEVICE::DEV_01560,device
CUSTOMER::USER0193,ADDRESS::ADDR_01560,address
CUSTOMER::USER0193,PAYMENT::PAY_01560,payment
CUSTOMER::USER0193,IP::10.145.166.18,ip
CUSTOMER::USER1811,DEVICE::DEV_01561,device
CUSTOMER::USER1811,ADDRESS::ADDR_01561,address
CUSTOMER::USER1811,PAYMENT::PAY_01561,payment
CUSTOMER::USER1811,IP::10.83.44.178,ip
CUSTOMER::USER1597,DEVICE::DEV_01562,device
CUSTOMER::USER1597,ADDRESS::ADDR_01562,address
CUSTOMER::USER1597,PAYMENT::PAY_01562,payment
CUSTOMER::USER1597,IP::10.18.132.185,ip
CUSTOMER::USER0489,DEVICE::DEV_01563,device
CUSTOMER::USER0489,ADDRESS::ADDR_01563,address
CUSTOMER::USER0489,PAYMENT::PAY_01563,payment
CUSTOMER::USER0489,IP::10.241.74.3,ip
CUSTOMER::USER0695,DEVICE::DEV_01564,device
CUSTOMER::USER0695,ADDRESS::ADDR_01564,address
CUSTOMER::USER0695,PAYMENT::PAY_01564,payment
CUSTOMER::USER0695,IP::10.184.1.17,ip
CUSTOMER::USER0629,DEVICE::DEV_01565,device
CUSTOMER::USER0629,ADDRESS::ADDR_01565,address
CUSTOMER::USER0629,PAYMENT::PAY_01565,payment
CUSTOMER::USER0629,IP::10.252.220.180,ip
CUSTOMER::USER0175,DEVICE::DEV_01566,device
CUSTOMER::USER0175,ADDRESS::ADDR_01566,address
CUSTOMER::USER0175,PAYMENT::PAY_01566,payment
CUSTOMER::USER0175,IP::10.213.20.23,ip
CUSTOMER::USER0250,DEVICE::DEV_01567,device
CUSTOMER::USER0250,ADDRESS::ADDR_01567,address
CUSTOMER::USER0250,PAYMENT::PAY_01567,payment
CUSTOMER::USER0250,IP::10.77.7.226,ip
CUSTOMER::USER1289,DEVICE::DEV_01568,device
CUSTOMER::USER1289,ADDRESS::ADDR_01568,address
CUSTOMER::USER1289,PAYMENT::PAY_01568,payment
CUSTOMER::USER1289,IP::10.15.139.217,ip
CUSTOMER::USER0605,ADDRESS::ADDR_01569,address
CUSTOMER::USER0605,PAYMENT::PAY_01569,payment
CUSTOMER::USER0605,IP::10.187.60.120,ip
CUSTOMER::USER0838,DEVICE::DEV_01570,device
CUSTOMER::USER0838,ADDRESS::ADDR_01570,address
CUSTOMER::USER0838,PAYMENT::PAY_01570,payment
CUSTOMER::USER0838,IP::10.140.196.109,ip
CUSTOMER::USER1543,DEVICE::DEV_01571,device
